썸네일,보도 일자,언론사,기사 제목,URL,기사내용,카테고리
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F016%2F2022%2F09%2F22%2F2043651.jpg&type=ff264_180&expire=2&refresh=true,3일 전,신아일보,제22회 대구국제식품산업전 개최,http://www.shinailbo.co.kr/news/articleView.html?idxno=1601542, 비수도권 최대 규모의 식품 박람회인 ‘제22회 대구국제식품산업전(K-FOOD EXPO 2022 in Daegu)’이 22일부터 25일까지 4일간 엑스코 서관(1·2홀)에서 개최된다. 대구국제식품산업전은 지역 식품 기업들의 국내·외 판로... ,생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5321%2F2022%2F09%2F21%2F279840.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,12면 1단,서울신문,"신공항과 함께 대구 편입 새 시대로… 꼭! 올해 뚫는다, 국회의 벽[자치분권 ...",https://www.seoul.co.kr/news/newsView.php?id=20220923012006&wlog_tag3=naver," 하지만 최근 ‘군위군의 대구시 편입 추진’, ‘대구경북 통합신공항 군위 유치 성공’ 등으로 대변혁기를 맞고 있다. 김진열 군위군수는 “군위는 심각한 고령화 현상과 계속되는 인구 감소로 전국에서 소멸 위험이... ",생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5025%2F2022%2F09%2F21%2F567015.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,1일 전,OSEN,'발목 부상→1군 말소' 360홈런 리빙 레전드가 인천과 대구에 나타난 이유는 ,http://www.osen.co.kr/article/G1111949138, 1군 엔트리에서 제외됐지만 문학 SSG전에 이어 대구 삼성전 원정 명단에 포함됐다. 일반적으로 부상으로 1군 엔트리에서 말소되면 지방 원정 경기에 동행하지 않지만 박병호는 스스로 동행하겠다는 의사를 내비쳤다.... ,생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5380%2F2022%2F09%2F19%2F725707.jpg&type=ff264_180&expire=2&refresh=true,3일 전,머니투데이,"대구보건대-거창도립대, 대학 원격교육지원 활성화 '맞손'",http://news.mt.co.kr/mtview.php?no=2022092115007410425, 대구보건대학교가 지난 20일 교내 본관 9층 소회의실에서 경남도립거창대학과 대학 원격교육지원 활성화와 상호 발전을 위한 업무협약을 체결했다. 이날 행사에 △대구보건대 남성희 총장 △김한수 경영부총장 △이희경... ,사회
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F065%2F2022%2F09%2F19%2F235810.jpg&type=ff264_180&expire=2&refresh=true,13시간 전,e대한경제,대구 달서구 이곡1동 ‘아낌없이 주는 나무’사업,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202209230930483340065, 대구 달서구 이곡1동(동장 천지영)지역사회보장협의체(위원장 정기태)는오는 27일까지 관내 성인발달장애인과 협의체 위원들이 함께 목재 공예 체험을 하는‘아낌없이 주는 나무’를 운영한다고 24일 밝혔다.... ,생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5291%2F2022%2F09%2F24%2F1637950.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,13시간 전,e대한경제,"대구 북구, 자율방범대 초소 수선비 100만원 지원",https://www.dnews.co.kr/uhtml/view.jsp?idxno=202209230908557260055, 대구 북구 무태 조야동 생활안전협의회(회장 도기흡)는 22일 무태조야동 자율방범대(대장 김영만)를 찾아 방범초소의 지붕방수와 벽면 도배를 위한 수선지원금 100만원을 전달했다. 도기흡 회장은 “작은 금액이지만... ,사회
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F117%2F2022%2F09%2F19%2F3647433.jpg&type=ff264_180&expire=2&refresh=true,5일 전,한국경제 ,대구 아파트 낙찰가율 80%선 붕괴 초읽기…저가 매수 행렬 이어질까 [심은지의...,https://www.hankyung.com/realestate/article/202209199160i," 공급 폭탄, 금리 인상 등의 여파로 대규모 미달 사태에 시달리는 대구 지역 아파트가 지난달... 19일 부동산경매 전문업체 지지옥션에 따르면 지난달 대구 지역 아파트 평균 낙찰가율은 80.3%를 나타냈다. 전달(81.5... ",사회
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F030%2F2022%2F09%2F21%2F3045480.jpg&type=ff264_180&expire=2&refresh=true,1일 전,보건뉴스,송석균 대구가톨릭대병원 교수 '생애 첫 연구사업' 선정,http://www.bokuennews.com/news/article.html?no=220947, 대구가톨릭대병원 정형외과 송석균 교수가 과학기술통신부와 한국연구재단이 지원하는 2022년도 하반기 '생애 첫 연구사업'에 최근 선정됐다. 송 교수의 연구과제는 '고관절 골절환자에서 외측광근 섬유의 줄기세포와... ,사회
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F056%2F2022%2F09%2F20%2F11341935.jpg&type=ff264_180&expire=2&refresh=true,1일 전,메디컬투데이,"케이메디허브, 대구ㆍ경북 신약개발 위한 연구회 개최",https://mdtoday.co.kr/news/view/1065597380328431, (사진=케이메디허브 제공) 케이메디허브(대구경북첨단의료산업진흥재단)와 대구경북과학기술원(DGIST)은 신약개발 연구회를 개최해 양 기관의 신약개발 분야 협력 논의를 했다고 23일 밝혔다. 이번 연구회에서... ,생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5017%2F2022%2F09%2F23%2F334834.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,2일 전,연합뉴스,"런던 심포니 오케스트라, 다음 달 11일 대구 최초 공연",https://www.yna.co.kr/view/AKR20220922127700053?input=1195m, 피아니스트 조성진과 협연 영국을 대표하는 런던 심포니 오케스트라가 다음 달 11일 오후 7시 30분 대구 콘서트하우스 그랜드홀에서 관객들을 만난다. 이번 공연은 런던 심포니 오케스트라의 대구 최초 공연이자 사이먼... ,생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5492%2F2022%2F09%2F22%2F215574.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,1일 전,메디컬투데이,"케이메디허브, 대구ㆍ경북 신약개발 위한 연구회 개최",https://mdtoday.co.kr/news/view/1065597380328431, (사진=케이메디허브 제공) 케이메디허브(대구경북첨단의료산업진흥재단)와 대구경북과학기술원(DGIST)은 신약개발 연구회를 개최해 양 기관의 신약개발 분야 협력 논의를 했다고 23일 밝혔다. 이번 연구회에서... ,생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F016%2F2022%2F09%2F20%2F2042504.jpg&type=ff264_180&expire=2&refresh=true,2일 전,대경일보,"대구시교육청, 장애학생 대학생활 체험 프로그램 운영",https://www.dkilbo.com/news/articleView.html?idxno=377051, 대구시교육청 제공 대구시교육청은 장애학생의 안정적인 대학생활 적응을 위해 '장애학생 대학생활 체험 프로그램'(이하 대학생활 프로그램)을 운영한다. 대학생활 프로그램은 대학생활 체험을 통해 장애학생의 대학... ,생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F032%2F2022%2F09%2F19%2F3173912.jpg&type=ff264_180&expire=2&refresh=true,5일 전,대구MBC ,"대구시, 9월 21일부터 인플루엔자 예방 접종",https://dgmbc.com/article/CjA6tpFElZ1te9gIF," 대구시는 인플루엔자 예방 접종을 시작해 '트윈데믹'에 대비하기로 했습니다. 9월 21일 수요일 어린이를... 대구시는 ""2022년 가을과 겨울 코로나 19와 인플루엔자가 동시에 유행하는 트윈데믹 발생 가능성이 높다""며... ",사회
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F082%2F2022%2F09%2F21%2F1175229.jpg&type=ff264_180&expire=2&refresh=true,5일 전,연합뉴스,"한국가스공사 농구단, 대구와 연고지 협약",https://www.yna.co.kr/view/PYH20220919179300053?input=1196m," 19일 대구시청 산격청사에서 열린 '대구시-한국가스공사 프로농구단 연고 협약식'에서 홍준표 대구시장, 채희봉 한국가스공사 사장이 기념 촬영을 하고 있다. 2022.9.19 [대구시 제공. 재판매 및 DB 금지] ",사회
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5207%2F2022%2F09%2F20%2F380152.jpg&type=ff264_180&expire=2&refresh=true,2일 전,노컷뉴스,대구지검 거액 외환 거래 수사…우리은행 본점 압수수색,https://www.nocutnews.co.kr/news/5821312, 22일 대구지검 반부패수사부(부장검사 이일규)는 전날 서울에 위치한 우리은행 본점에 대한 압수수색을... 대구지검은 국내 가상화폐 시세가 해외보다 비싸게 형성되는 점을 노리고 시중은행을 통해 수상한 외환 거래를... ,사회
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F030%2F2022%2F09%2F22%2F3045848.jpg&type=ff264_180&expire=2&refresh=true,3일 전,베리타스알파,대구가톨릭대 '2022 DCU 대구 리크루트 투어' 개최,http://www.veritas-a.com/news/articleView.html?idxno=429809," 대구가톨릭대는 20일 교내 취창업관에서 취업박람회 '2022 DCU 대구 리크루트 투어'를 개최했다고 21일 전했다. 대구시, 대구상공회의소와 함께 마련한 이날 행사에는 지역 기업체들이 참가해 취업준비생들에게... ",생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5533%2F2022%2F09%2F22%2F185034.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,4일 전,CNB뉴스,"대구시, 주거 취약가구에 안심홈 세트 확대 지원 박차",https://www.cnbnews.com/news/article.html?no=564939," 대구시 자치경찰위원회는 범죄로부터 안전한 환경 조성을 위한 세이프홈(SafeHome) 지원 사업을 확대 시행한다고 20일 밝혔다. 세이프홈 지원사업은 자치경찰위원회가 구·군, 대구경찰청과 직접 추진하는... ",경제
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5291%2F2022%2F09%2F24%2F1637872.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,3일 전,경상매일신문,대구 안지랑곱창골목 상생 축제로 ‘골목상권 활력’,http://www.ksmnews.co.kr/default/index_view_page.php?idx=395239&part_idx=7," 대구 남구청은 지난 20일 안지랑곱창골목에서 영남이공대학교와 함께, 민관학이 모두 한마음으로 상생하기... 특히 이번 축제는 남구청, 영남이공대학교, 대구전통시장진흥재단, 안지랑곱창골목 상가번영회의 민관학... ",생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F421%2F2022%2F09%2F20%2F6343133.jpg&type=ff264_180&expire=2&refresh=true,14시간 전,브레이크뉴스,"대구보건대 안경광학과 ""국내 안경광학의 역사 출신 안경사들 세계 도처서 활...",http://www.breaknews.com/926616, 대구보건대 안경광학과가 최근 겹경사를 맞았다. 이 대학 안경광학과는 최근... 이 사업은 지자체와 협력해 대구 북구의 특화 분야인 안경 산업 전문인력을 양성하고... ,생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5090%2F2022%2F09%2F20%2F2165504.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,2일 전,헤럴드경제,"대구-광주 청년들, 광주청년주간 함께 빛낸다",http://news.heraldcorp.com/view.php?ud=20220922000179, 대구-광주 청년들이 상생발전과 협력체계 구축을 위해 하나 돼 소통하는 달빛교류를 2022 광주청년주간 기간에 맞춰 오는 23~24일 양일간 광주에서 진행한다. 대구시 청년정책네트워크 대표위원들이 2022 광주청년주간 기간... ,생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5307%2F2022%2F09%2F23%2F345471.jpg&type=ff264_180&expire=2&refresh=true,4일 전,CNB뉴스,"대구시, 주거 취약가구에 안심홈 세트 확대 지원 박차",https://www.cnbnews.com/news/article.html?no=564939," 대구시 자치경찰위원회는 범죄로부터 안전한 환경 조성을 위한 세이프홈(SafeHome) 지원 사업을 확대 시행한다고 20일 밝혔다. 세이프홈 지원사업은 자치경찰위원회가 구·군, 대구경찰청과 직접 추진하는... ",경제
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F088%2F2022%2F09%2F21%2F776066.jpg&type=ff264_180&expire=2&refresh=true,2일 전,노컷뉴스,대구지검 거액 외환 거래 수사…우리은행 본점 압수수색,https://www.nocutnews.co.kr/news/5821312, 22일 대구지검 반부패수사부(부장검사 이일규)는 전날 서울에 위치한 우리은행 본점에 대한 압수수색을... 대구지검은 국내 가상화폐 시세가 해외보다 비싸게 형성되는 점을 노리고 시중은행을 통해 수상한 외환 거래를... ,사회
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F014%2F2022%2F09%2F20%2F4901203.jpg&type=ff264_180&expire=2&refresh=true,1일 전,위키트리,"더불어민주당 대구시당, “홍준표 시장과 국힘당, 정신 차려라”",https://www.wikitree.co.kr/articles/791689," 더불어민주당 대구시당(이하 대구시당)은 22일 이에 대해 논평을 내고 홍준표 대구시장과 국민의힘을 향해 ""줘도 못 먹나? 홍준표 시장, 국힘당, 정신 차려야 한다""고 일갈했다.   대구시당은 ""생활로봇 모든 것의... ",정치
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F088%2F2022%2F09%2F18%2F775541.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,2일 전,헤럴드경제,"대구-광주 청년들, 광주청년주간 함께 빛낸다",http://news.heraldcorp.com/view.php?ud=20220922000179, 대구-광주 청년들이 상생발전과 협력체계 구축을 위해 하나 돼 소통하는 달빛교류를 2022 광주청년주간 기간에 맞춰 오는 23~24일 양일간 광주에서 진행한다. 대구시 청년정책네트워크 대표위원들이 2022 광주청년주간 기간... ,생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F001%2F2022%2F09%2F22%2F13456448.jpg&type=ff264_180&expire=2&refresh=true,3일 전,경상매일신문,대구 안지랑곱창골목 상생 축제로 ‘골목상권 활력’,http://www.ksmnews.co.kr/default/index_view_page.php?idx=395239&part_idx=7," 대구 남구청은 지난 20일 안지랑곱창골목에서 영남이공대학교와 함께, 민관학이 모두 한마음으로 상생하기... 특히 이번 축제는 남구청, 영남이공대학교, 대구전통시장진흥재단, 안지랑곱창골목 상가번영회의 민관학... ",생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F079%2F2022%2F09%2F19%2F3686506.jpg&type=ff264_180&expire=2&refresh=true,3일 전,NSP통신,"이만규 대구시의회 의장, 시·도의회 ‘3급 직위’ 신설 건의",http://www.nspna.com/news/?mode=view&newsid=594162," 중간 직급(3급) 없는 직급체계는 의회 경쟁력 약화로 이어져 최병수 기자, 대구시의회 이만규 의장은 21일... 지난 14일에도 이만규 의장은 ‘권역별 지방의회 아카데미’ 참석차 대구를 방문한 한창섭 행정안전부 차관... ",세계
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F002%2F2022%2F09%2F20%2F2259625.jpg&type=ff264_180&expire=2&refresh=true,5일 전,쿠키뉴스,"‘트윈데믹 대비’ 대구시, 독감 무료 접종 21일부터 시작",http://www.kukinews.com/newsView/kuk202209190153," 2022.09.19 대구시는 오는 21일 어린이(만 8세 이하 생애 첫 접종자)를 시작으로 임신부, 만 65세 이상 어르신... 접종가능 의료기관은 예방접종도우미 또는 대구시청 누리집에서 확인할 수 있다. 대구시는 인플루엔자... ",생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F079%2F2022%2F09%2F19%2F3686506.jpg&type=ff264_180&expire=2&refresh=true,5일 전,점프볼,"홍준표 대구시장, 가스공사 우승 위해 행정 지원 약속하다",https://sports.news.naver.com/news.nhn?oid=065&aid=0000235810, “페가수스 농구단이 프로농구에서 우승할 수 있게 저희가 행정적으로 최선의 뒷받침을 하겠다고 약속 드린다.” 대구광역시와 대구 한국가스공사는 19일 오후 3시 대구시청 산격청사 대강당에서 연고 협약을 맺었다. 이날... ,정치
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F002%2F2022%2F09%2F20%2F2259625.jpg&type=ff264_180&expire=2&refresh=true,6시간 전,국제뉴스,"대구시 달성시니어클럽, 반찬전문점 '비슬애 찬'가창점 개소",https://www.gukjenews.com/news/articleView.html?idxno=2557542, '비슬애 찬'가창점은 2021년도에 개소한'비슬애 찬'화원점에 이어 2022년 대구시에서 공모한'시니어클럽 특성화 사업'에서 창업지원형 사업으로 선정되어 60세 이상 어르신 4명에게 맞춤형 일자리를 제공한다.... ,사회
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F088%2F2022%2F09%2F22%2F776230.jpg&type=ff264_180&expire=2&refresh=true,5일 전,마이데일리,"한국가스공사 페가수스 프로농구단, 대구에서 힘찬 비상, 1년만에 협약식 개최",http://www.mydaily.co.kr/new_yk/html/read.php?newsid=202209191709445805&ext=na&utm_campaign=naver_news&utm_source=naver&utm_medium=related_news," 한국가스공사 페가수스는 19일 대구광역시와 대구시청 산격청사에서 연고지 협약을 체결했다. 한국가스공사는 19일 ""이날 협약식에는 채희봉 가스공사 사장, 홍준표 대구시장, 박영기 대구시체육회장, 김동규... ",스포츠
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5551%2F2022%2F09%2F20%2F193783.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,16면 3단,전자신문,"대구혁신센터 C-Lab, 우수 스타트업 발굴하는 명품 프로그램으로 자리매김",https://www.etnews.com/20220921000079," 대구창조경제혁신센터(대구혁신센터)가 삼성전자, 대구시와 함께 운영하고 있는 'C-Lab 액셀러레이팅'이 우수한 스타트업을 배출하는 명품 프로그램으로 자리 잡았다. C-Lab 출신 기업들이 매출, 일자리 창출, 해외... ",경제
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F079%2F2022%2F09%2F22%2F3687911.jpg&type=ff264_180&expire=2&refresh=true,1일 전,베타뉴스,대구교육청 '장애학생 대학생활 체험 프로그램' 운영,http://www.betanews.net:8080/article/1362679.html," ▲ © 구미대 항공서비스과 기내체험 사진 대구광역시교육청은 장애학생의 안정적인 대학생활 적응을 위해... 구미대, 대구대, 대구카톨릭대, 대구한의대를 1 ~ 6회기(회기별 4~5일)로 나누어 방문·체험한다. 학생이 원하는... ",생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F421%2F2022%2F09%2F22%2F6348502.jpg&type=ff264_180&expire=2&refresh=true,4일 전,KBS,대구 이슬람사원 관련 소송…건축주 최종 승소,https://news.kbs.co.kr/news/view.do?ncd=5560113&ref=A, 대구 북구 이슬람 사원 건축과 관련해 건축주인 이슬람 신자들이 대구 북구청을 상대로 낸 공사 중지 취소 소송에서 최종 승소했습니다. 대법원 1부는 대구 북구청장의 상고를 기각하고 건축주 8명의 승소를... ,정치
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F003%2F2022%2F09%2F15%2F11420102.jpg&type=ff264_180&expire=2&refresh=true,2일 전,아시아타임즈,"GS건설, 대구 '대명자이 그랜드시티' 내달 분양",https://www.asiatime.co.kr/article/20220922500350," 지하 2층~지상 34층, 17개동, 총 2023가구 규모 오는 2026년 상반기 입주 예정 GS건설이 대구 '대명자이 그랜드시티'를 내달 분양한다. '대명자이 그랜드시티' 조감도 (사진=GS건설) GS건설은 대구시 남구 대명3동 뉴타운... ",경제
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5358%2F2022%2F09%2F23%2F444873.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,4일 전,헤럴드경제,‘대구 수성못페스티벌’ 오는 23일부터 사흘간 개최,http://news.heraldcorp.com/view.php?ud=20220920000087, ‘대구 수성못페스티벌’이 2년 만에 완전 대면 축제로 열린다. 대구 수성문화재단(이사장 김대권 수성구청장)은 오는 23일부터 25일까지 3일간 수성못 일대에서 수성못페스티벌을 연다고 20일 밝혔다. 이 축제는... ,생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F001%2F2022%2F09%2F14%2F13437621.jpg&type=ff264_180&expire=2&refresh=true,5일 전,경향신문,“정치 논리로 31년 공공연구기관 없애나?”…대구경북연구원 분리 놓고 소속...,https://www.khan.co.kr/local/Daegu/article/202209191555001, 대구시와 경북도가 공동 출자해 31년간 운영해 온 ‘대구경북연구원’의 분리가 추진되자 연구원 소속 직원들이 반발하고 나섰다. 수십년간 지역 정책과 제도 등을 연구해 온 공공기관을 정치인들의 판단만으로 없애는 게... ,세계
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F088%2F2022%2F09%2F22%2F776201.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,15면 TOP,부산일보,'불맛' 더해진 고소한 맛 '대구뽈구이 맛',http://www.busan.com/view/busan/view.php?code=2022091911172597792, 메인메뉴는 대구뽈구이로 정했다. 조 대표는 “우연히 한 식당에서 대구뽈구이를 먹었다. 정말 맛있었다. 나도 잘 만들 수 있을 것이라는 자신감이 있었다”고 말했다. 처음에는 부전시장에서 대구를 사 연습삼아 집에서... ,생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F001%2F2022%2F09%2F14%2F13437621.jpg&type=ff264_180&expire=2&refresh=true,4일 전,영남일보,대구 9월 분양시장 '암울'…분양전망지수 40선 아래로 급추락,https://www.yeongnam.com/web/view.php?key=20220920010002561, 가뜩이나 침체를 겪고 있는 대구지역 분양시장이 더 악화될 것이라는 암울한 전망이 나왔다. 금리상승... 주택산업연구원이 20일 발표한 '9월 아파트 분양전망지수'에 따르면 대구의 이달 아파트 분양전망지수는... ,생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F088%2F2022%2F09%2F22%2F776201.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,2일 전,전자신문,"대구스트리트모터페스티벌, 24~25일 남산동 자동차부속골목에서 개최",https://www.etnews.com/20220922000118, 대구시는 24일부터 25일까지 대구 남산동 자동차부속골목에서 '새로운 도약을 위한 준비'라는 슬로건으로 '2022 대구스트리트모터페스티벌(모터쇼)'을 개최한다. 이번 모터쇼는 중구 남산동 자동차부속골목 상점가... ,스포츠
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F657%2F2022%2F09%2F20%2F6938.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,2일 전,경북신문,대구문화예술진흥원장 공개모집 재공고,http://www.kbsm.net/news/view.php?idx=364626, 대구문화예술진흥원(이하 진흥원)이 23일부터 29일까지 대구문화예술진흥원을 이끌어갈 전문성과 경영혁신 역량을 갖춘 원장을 공개모집한다.진흥원은 지역의 문화･예술･관광 정책을 이끌어 가는 수장 역할을 담당할... ,생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5207%2F2022%2F09%2F23%2F380507.jpg&type=ff264_180&expire=2&refresh=true,12시간 전,국제뉴스,"솔울컴퍼니, 대구시 달서구에 이웃사랑 후원품 전달",https://www.gukjenews.com/news/articleView.html?idxno=2557449," 사진제공=달서구청 대구 달서구(구청장 이태훈)는 지난 21일 솔울컴퍼니(대표 김한울)으로부터 핸드워시(300ml) 300개(267만원 상당)를 기탁 받았다고 밝혔다. 솔울컴퍼니는 화장품, 비누, 방향제, 친환경 세제 등을 판매하는... ",사회
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F001%2F2022%2F09%2F15%2F13439517.jpg&type=ff264_180&expire=2&refresh=true,4일 전,뉴스1,"[오늘의 날씨]대구·경북(20일,화)…기온 뚝 낮 24도, 동해 35~110㎞ 강풍",https://www.news1.kr/articles/4806983, 20일 대구와 경북지역은 찬공기가 내려와 기온이 뚝 떨어진다. 대구기상청에 따르면 중국 북부지방에서 산둥반도 부근으로 이동하는 고기압의 영향을 받아 가끔 구름이 많다. 동해 남부해상에는 시속 35~110... ,생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5138%2F2022%2F09%2F22%2F400671.jpg&type=ff264_180&expire=2&refresh=true,4일 전,아주경제,"김진열 군위군수, 군위군 대구편입 위해 주말도 반납한 투혼",https://www.ajunews.com/view/20220920000406878," 주말 경북 상주 찾아 임이자 경북도당위원장 설득 아주경제=(대구) 이인수 기자 sinyong67@ajunews.com 김진열 군위군수가 9월 17일, 국민의힘 임이자 경북도당위원장을 만나 군위군의 대구편입 시기를 더는 늦출 수 없음을... ",생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F001%2F2022%2F09%2F19%2F13448160.jpg&type=ff264_180&expire=2&refresh=true,1일 전,일요신문,"[대구시의회] 이만규 의장 ""3급 직위 신설, 집행부 견제·균형 위해 꼭 필요""",https://ilyo.co.kr/?ac=article_view&entry_id=437051," 절차이다"" 대구시의회 이만규 의장가 제안한 지방의회 직급체계 제안 의견이 만장일치로 통과됐다. 이... 앞서 지난 14일에도 이 의장은 대구를 방문한 한창섭 행정안전부 차관, 김병준 대통령인수위 지방균형발전... ",세계
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5297%2F2022%2F09%2F22%2F606294.jpg&type=ff264_180&expire=2&refresh=true,22면 1단,매일신문,"대구시교육청, 학교 주변 유해업소 대상 합동 점검 실시… '위반 사례 0건'",https://news.imaeil.com/page/view/2022092010334368371," 대구시교육청은 지난 20일 대구경찰청, 대구시청, 대구YWCA와 함께 합동 점검반을 편성해 학교주변 유해업소에 대한 점검·단속을 실시한 결과 위반사항은 적발되지 않았다고 21일 밝혔다. 이번 점검은 대구 서구 지역... ",사회
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5293%2F2022%2F09%2F21%2F299322.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,4일 전,파이낸셜뉴스,"대구은행, 내가 즐겨 쓰는 5개 영역 할인 카드 출시",http://www.fnnews.com/news/202209201012018037," '내(I)가 즐겨 쓰는 5개 영역 10% 할인!' DGB대구은행(이하 대구은행)은 소비 시장의 비대면 결제 활성화(인터넷 쇼핑, 배달앱) 및 생활 편의 업종(커피, 편의점, 이동통신 요금) 이용 확대를 겨냥한 'DGB i 카드'를... ",경제
